,0
0,Can’t wait to use it! https://t.co/01Y2IhWCFC
1,"RT @vestafinance: 🎉 The day is finally here. Vesta Finance just went live, bringing a best-in-class stablecoin experience to the Ethereum a…"
2,Thanks @0xkaito for putting this together! https://t.co/AWvbYmnLCt
