,0
0,"I wrote code to generate 9,500 unique videos for the first-ever @Macys Thanksgiving Parade NFT Collection. Along with @thisREO’s 10 “handmade” pieces, you’re looking at a total of 9,510 video files. 🚀 #generativeart #nft Read more here &gt; https://t.co/UNmztYB3jc https://t.co/xJZGgXSdt0"
