,0
0,"@crypt0nomic The biggest factor for me was passion. Learning about crypto, NFTs, defi, and all the technical stuff never felt like work to me. If anything, my passion only grew and I knew this was what I wanted to do with my life."
1,"@elbarto_eth Honestly, I started by just watching a bunch of youtube videos and reading whitepapers. Discord and twitter can be great for finding insight but you need to know who to trust since there tends to be a lot of noise/useless information."
2,"@Bullishbullish7 @AzukiZen @AntonymNFT the art, the roadmap, the team, the community, the ownership, and just the overall vibe"
3,@sczptix @AzukiZen I've always wanted to try writing and I'm planning to write some azuki lore once I get some writing experience under my belt
4,"@BadgerEvasive Definitely nerve wracking. First time I ever 'got in on the ground floor' and probably could have turned it into $500k if I actually knew what I was doing, but it was still pretty exciting as well"
5,@BadgerEvasive kitty finance (matic). It was the first tomb fork on polygon and they launched it with just a random discord message saying it was live.
6,"S/O to @AzukiZen for inspiring me to write about my life and post my first tweet🥰

Also for having some of most beautiful art I've ever seen in a PFP project❤️‍🔥 https://t.co/QiI4lb52yW"
7,"I quit my job as a biomedical engineer working in R&amp;D on surgical robotics to go 'all in' on crypto. My story 👇
https://t.co/3PyGnIEOru"
8,@Prosatan666 Keep up the amazing work bud!
