,0
0,RT @CoolmanUniverse: SOLD OUT IN UNDER 3 MINUTES 💕
1,@CoolmanUniverse wgmi
2,the moment we’ve all been waiting for 🥶 https://t.co/V3x5A229AR
3,metalink 🥐 https://t.co/mQBXDtekWK
4,WAGMI 🥐 https://t.co/W7gfGUzvGt
5,beyond excited about this 🤩 https://t.co/rWvEOBWPfY
6,@CoolmanUniverse @coolcoffeedan spesh is going on quite the adventure 🤠
7,RT @coolcoffeedan: monke 🐒
8,RT @coolcoffeedan: gm https://t.co/bN5babCbQW
9,"RT @NFTkwi: drew a spesh inspired by the Filipino mythical creature, the Sarangay. 🐃 

the sarangay is a half-carabao (water buffalo), half…"
10,"RT @KosherPlug: 🚨 COOLMAN WHITELIST GIVEAWAY x10 🚨

Rules:

1. Follow @KosherPlug &amp; @CoolmanUniverse ✅
2. Like &amp; Retweet! ❤️
3. Tag a frien…"
11,spesh looking snazzy https://t.co/9OmBMCzxr3
12,gm! come hear us talk about @CoolmanUniverse https://t.co/h27ucwhd6Q
13,another sneak peak of @coolcoffeedan nft project @CoolmanUniverse 🥵🔥 https://t.co/xDJZyGh7GN
14,"@BAYC2745 @psychedelic_nft gm, 8760"
15,"RT @CoolmanUniverse: Sneak Peak Sunday™️ 

Wanted to show how the pets look with their Spesh🍌🍌🍌 https://t.co/AlQCUSjwyz"
16,@bernardo_cafe @doodles heyoooo https://t.co/pz5dbajgRZ
17,RT @CoolmanUniverse: Spesh 🔜 Miami ☕️💜
18,"RT @L3xcNFT: dawn of a new era

pfp 1.0 cryptopunk: I can do awesome things. (individual)

pfp 2.0 BAYC: We can do awesome things for you.…"
19,twitter space happening rn to talk about @coolcoffeedan upcoming project @CoolmanUniverse 😎 https://t.co/Yjln3TlQDK
20,"RT @CoolmanUniverse: Spesh 🤝 @ConstitutionDAO

0b11011111011 == 1787 #WGBTC https://t.co/FwnscoCMH6"
21,@toppschrome @doodle what’s good!? lovin all the love from the @doodles fam https://t.co/F4ozL8irLC
22,@TheApefoldPath hello ser
23,@notwarrenETH @doodles @doodles follow @doodles https://t.co/ju3kApvY72
24,@Jazzminnfts @doodles gm https://t.co/G9C4iR7hGI
25,"RT @ForNft: Join Wednesday @ 6pm PT for another @coolcoffeedan jam session co-hosted by myself and @yuppieventures!

https://t.co/lSvvBtZx7x"
26,"new @doodles, who dis?

proud owner of Doodle #554. super excited to finally be a part of this community. lfgggg https://t.co/BbRyFY4USn"
27,"@KickPosters @doodles oooh, i was looking at this one for a while. it’s awesome! hoping to get a @doodles myself soon"
28,@drknature gm
29,@yuppieventures @jakethedegen any recommendations on a keyboard under  200 usd??
30,RT @CoolmanUniverse: https://t.co/N9l9bGaLvI
