,0
0,"RT @3landersNFT: Bring your camping supplies and get ready to embark on the adventure of a lifetime. 🗺️

Our first official Campfire, start…"
1,"RT @3landersNFT: Our first campfire will be taking place next Wednesday, March 2nd within our Discord. 🪵🔥

We'll be going through the initi…"
