,0
0,@JuanuMusic @santisiri @the_ethernaut 🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌yes!!
1,@ETHMovie @JuanuMusic @santisiri 🙌🙌🙌🙌🙌👏👏 Un fenómeno! me emocionan estas palabras. It is just great that people like this exists. WAGMAM!
2,@povertygang_NFT @TheHumanoidsNFT Hey! https://t.co/8UiAqzHp0l
3,@dan_sickles https://t.co/BrK1ALdDTV
4,@AthiumNFT @TheHumanoidsNFT 🙉 https://t.co/DT17JsJC7w
5,@sejtan98 gm
6,@imane @ApeGangNFT
7,@superrmona @ApeGangNFT MonkeyLand!
8,@MagicMonkey314 gm!
