,0
0,RT @ValidatorEth: Did you know that you can now DM @ens_support with any @ensdomains support queries?
1,"Tip: Make sure you have a Primary Name set, and your ENS name will automatically be used as your username across web3!

You can check to see if you have it set, &amp; then set it if it's not already, by going to https://t.co/jmSSOhVvrP, connecting your wallet, &amp; clicking My Account. https://t.co/t1VAy3mY6p"
2,@mrcnylmz Can you move your ENS name out to to another address?
3,@S_Rank_lvl You would have to ask Etherscan. It's meant to be a simple warning that you may be interacting with a .eth name with a non-standard character. Check out this fake vitalik.eth https://t.co/Fr1tjfRI7H
4,@S_Rank_lvl Etherscan displays an * if your name uses any character that is not strictly alphanumeric a-z or 0-9
5,"RT @BrantlyMillegan: New official support twitter account for @ensdomains! follow for tips, DM it for help 👇"
6,"RT @BrantlyMillegan: ENS now has 6 official twitter accounts. As of right now, they are:

- Main: @ensdomains
- DAO: @ENS_DAO
- Design: @en…"
7,"Reminder: The snapshot for the $ENS airdrop was October 31, 2021. This means that nothing you do after that date can change your airdrop amount. And there are no plans to ever do another $ENS airdrop."
8,"Tip: Set an avatar to your ENS profile, and it'll show up next to your name across web3!

To set it, go to https://t.co/jmSSOhVvrP and search for your name. You can set the avatar record to a URL to a file, or input an NFT you own.

Here's a guide:
https://t.co/7Txc9yGTlX #ENS"
