,0
0,RT @alienfrens: GM !! Today we want to shout out the amazing @shillrxyz for helping us grow before our mint. Amazing consulting/marketing h…
1,RT @ZenDoubt: 1/3 🧵 It's been real fun making these 3d inspired #alienfrens. Thank you everyone for the overwhelming support. This is a spe…
2,RT @alienfrens: GM frens 💚🖖🏼👽
3,RT @alienfrens: Jan 17th https://t.co/If7EE02l5K
