,0
0,@prettycoolmfer gm bro
1,@doodles 🔥🌈🚀🌙
2,"RT @doodles: We've made contact. Introducing Space Doodles 🚀💫

ONLY Launch your Doodle into Space at: https://t.co/ildvabA6Az

Docs: https:…"
3,RT @doodles: february 28 https://t.co/O9JnFWPJgX
4,@DoomsDinos ＯＧ！
5,@EARClubNFT https://t.co/KJDDVsun8D
6,@Paladin_Pandas @theboredgoats @0xAjt55 @chen6021013 @KrenzCushart
