,0
0,RT @pinkteeNFT: @OGFaZeCLipZ https://t.co/RxRtqtCVAp
1,let’s stop doing deals and let’s start BUILDING things
2,6 months ago I bought my first NFT … now I have 73 NFTs .. #degen #addiction
3,@JustinLaboy heard you’re looking for evil villains 😈
4,you will see vinnie everywhere soon don’t sleep https://t.co/Bx58NdY17s
5,@JTwizted_xo Which one bro?
6,@UseCodeAnime I’m down to run some tonight bro
7,@OVO_Green23 I’ll be releasing some new designs soon hope you like them
8,ayo I got my first warzone solo win today just thought I’d share
9,@HeartNFTs The red shirt is absolutely lovely 🥰
10,you’re welcome 😘 https://t.co/qAzIS0Olp6
11,I just claimed my 1 of 1 Broke of Honor from  #brokeboyz @brokeboyznft https://t.co/gbIMQYpHdz
12,would you rather be underpaid or overrated
13,I been working this grave shift but I ain’t made shit I wish I could buy me a spaceship and flyyy 🎶
14,RT @BrokeBoyzNFT: https://t.co/bbzmOwrc58
15,@marcosalvarado_ @SuperRare @anloremi 🙏🤞
16,@marcosalvarado_ @SuperRare they not ready
17,@FrazierKay Lemme get some eth fam I’m tryna cop some nfts 😂
18,new pfp by @WeatheReportNFT https://t.co/KNhir8Zm1j
19,reveal clean af ! @WeatheReportNFT ⛈️ https://t.co/MyqC1G16ET https://t.co/0DjG3IctVv
20,MAKE LOVE NOT WAR - by @AlienqueenNFT  had to support @reli3fxyz https://t.co/9tThDpbJDZ
21,me &amp; @overtflow bout to pop off https://t.co/kqFN8NN9kU https://t.co/HG5xhTW7h8
22,RT @xoey1o1: it's really whole creative geniuses on here barely getting 100 likes
23,@berner415 Let’s cook up bern
24,GGs love @HyperXArena &amp; the Vegas gaming community ❤️ https://t.co/XJpmFsaFI2
25,"RT @HyperXArena: Congrats to our top two Halo Infinite teams!

1st
@calloussss 
@Kidnasty999 
@GuwueyOnTwitch 

2nd
@OGFaZeCLipZ 
@davidlee…"
26,@topshotkief @cryptorayrays We love the rayrays and we love kief
27,@fungibles3 90% of people don’t realize it tho
28,@fungibles3 Everyone in this world* we all influence &amp; create just at different scales
29,@harvmcm @harvmcmBLOCKS Dope!
30,@BiancaMedici69 @betty_nft @bobbyhundreds @CozomoMedici Me but I’m not ready to show anyone yet :/
31,@yoseph @Iam0xB0B @nftworldsNFT @1UPNova ^
32,@Iam0xB0B @nftworldsNFT I know some peeps already building on there I can try and connect you guys
33,@3DPunks_ Me trying to cope when all my nfts bags go to zero
34,@topshotkief @cryptorayrays Literally same
35,@bobbyhundreds literally just talking about this to my homie @TheRecipeFilms and i brought you up. crazy we all on the same wavelength
36,wow this brought me back! crazy i can remember this like it was yesterday.. #FaZeUp https://t.co/P6dYOF1Ync
37,RT @FaZeClan: It's 2/22/2022 so here's ILLCAMS 22 https://t.co/zR5046wqGK
38,look what i pulled @harvmcmBLOCKS https://t.co/huhKT2CXPE
39,@marcosalvarado_ 🎯
40,@tobylasso ❤️ take your time
41,@dlnqntz bolts
42,@cryptorayrays @winnynft @alloutofeth LMAO
43,@overtflow Lmaoooo bruh #facts !!
44,looking at the nightsky damn i feel like plato
45,@RichHomieQu1nnn we could do it for the memes
46,@marcosalvarado_ !!!!!!!!!
47,@BrokeBoyzNFT excited to be working the team! 📶📶📶 https://t.co/ZpRiio2HJV
48,@0x_fxnction lol i forgot to delist that timeless character you just scooped on your vault smh at least its in a good home.. enjoy brotha
49,"RT @BrokeBoyzNFT: Brokes! Please help me welcome @OGFaZeCLipZ  to the BrokeBoyz Fam! 
He will be joining us as the Head of Content Creation…"
50,@BitcoinBaddiez I was gonna buy two for my nieces at .3 but forgot then floor went to .6 so I said fuck it… now I’m mad cause that would pay for their college in 10 years 😂
51,@iamdos @ishverduzco @Web3Familia 🇵🇷🇵🇷🇵🇷
52,@Ckanipe1 @HeartNFTs @VinnieHager @cultandrain @EloominahtEE No merch yet tho 😖 gotta wait til they come to Vegas for a pop up
53,a man of love 💙❤️ @HeartNFTs https://t.co/uj4VPVny7J https://t.co/0LRgUH4ZYe
54,I could be wrong but I’m pretty sure @lukso_io will solve a ton of problems with the innovative tech @feindura is building 📶👾
55,@UseCodeAnime 📶
56,@mellknee https://t.co/eqLq67M2Dp
