,0
0,"RT @lucaqualcosa: @fishyfamNFT A quick 3D sketch for #fishyartcontest with @paridesomething! @fishyfamNFT shall we animate this? 💦

@1kPier…"
1,"RT @fishyfamNFT: wen art contest…Now!

We will be giving away 50 whitelist spots to our communities artists!

RULES:

Must RT &amp; Like 

Post…"
