,0
0,@wngo70 @0xBruceB Henlooo welcome to #coolmansuniverse https://t.co/PbFbS2Jxmu
1,@GefflotKillian @WonderPals https://t.co/BzkoCGcwX4
2,@FriedmanGarin @CoolmanUniverse Is better that people send us for free at least
3,@MartijNFT @supr3m3leader @garyvee @alienfrens Hello @garyvee
4,@BombNFTs Of course #coolmansuniverse https://t.co/kpcOjPpMmv
5,@Jonnyscuba @Pixelmon Is a dream have this if exist
6,@Jonnyscuba @Pixelmon I think not exist is in the discord but I not saw on OS
7,@Mfer_Chicks @coinbase @Coinbase_NFT @CoinbaseSupport @baka_artist @Coinbase_NFT what are you waiting? Sleeping? https://t.co/hEgI3knojK
8,@SNlPER__ Did you grab a Speshie? #coolmansuniverse https://t.co/oLRkjdAW5V
9,@notwarrenETH @Twitter @coolcoffeedan Yes but @ryanis___ has counted by hand all…so I trust that is true
10,@Mfer_Chicks @LegoatNFT 👀 looks rare
11,@anziano_eth @luckyDrewciano @garyvee @alienfrens 👽👽👽
12,@notwarrenETH @Twitter Someone said me is #coolmansuniverse or will be in a while 👀
13,@Jonnyscuba @Pixelmon I want another speesh is the answer https://t.co/hxApkYZnMe
14,@DiscoverXnft Damnnnn ahah am I bad person if I laugh at it?
15,@jpegplug This rock!
16,RT @alienfrens: something big is coming https://t.co/bHGF9eIcXT
17,@alienfrens People not will say we are saying that! Bullishhhhh
18,RT @WonderPals: There seems to be a Glitch in the WonderVerse! ⚡️ https://t.co/xrEUtQngoA
19,@WonderPals @JeeniusETH Is this real? I can’t beliveeee I neeeeed it! 😮😮😮 #wonderpals
20,https://t.co/50D6v0GmQa
21,@WonderPals @coreinth Let's meet on the best discord ever!
22,"RT @WonderPals: Our Discord is now open! WELCOME! 🥳
https://t.co/3VXal6IY3W"
23,@CozomoMedici @MotionMarkus @InvsbleFriends the only guns we want see! SQUIRT GUNS!
24,@WonderPals nooo not share! we want be surprised!
25,@bayc9797 peace and love #alienfrens https://t.co/ssLYUcODFy
26,"RT @WonderPals: Golden Hoodie Pal ✨

T-MINUS 18 HOURS! Your pals are waiting for you! 🤩 https://t.co/l5Noo7wNU4"
27,@LooksRareNFT Who?
28,@emely_eth Gm
29,@DavidIainBrown @BYOPills @WonderPals @coolcatsnft Guess the answer! #wonderpals https://t.co/BxiStpbjPI
30,@CNSTrey @opensea Congrats and welcome into #coolmansuniverse
31,@TheMetaKryptik @0xBruceB @CoolmanUniverse Welcome super cute speeeesh
32,@theamandapieper @WonderPals I m so sorry for that happens to a speesh 😢😣☹️
33,@Jonnyscuba @wonderpal So sad that should have to go to holders
34,@alienfrens 9232 #alienfrens https://t.co/a9uZe3HM8J
35,"RT @alienfrens: GM. 

Drop your fren below. Tomorrow at 5pm PST we will randomly pick one fren to receive a second fren 🖖🏼"
36,@gustavoperez17 Impossibile not have some of them! #wonderpals https://t.co/gzUE6E3Hjx
37,@nftdmod @0xWuda @0xBruceB @CoolmanUniverse @coolcoffeedan @TinaMarieNFTs Intergalactic duo
38,@0xWuda @CoolmanUniverse @coolcoffeedan @TinaMarieNFTs Epic 😮😮😮
39,@Coinbase_NFT @KaptajnAhab @CoolmanUniverse I m the son! #coolmansuniverse https://t.co/FXQ7gtZQeY
40,@iwwon_official Congrats! Now smash the OS
41,@KaptajnAhab @BYOPills @CoolmanUniverse @CoolmanUniverse or @WonderPals
42,"Tag all your frens and make vibe this Monday!
 #wonderpals #alienfrens #coolmansuniverse #DeadFellaz #Doodles #CoolCats #Littlelemonfriends https://t.co/JaETJ9F6GM"
43,@Warrtortle1 I hopeeee for you!
44,"Just had to snipe another #wonderpals from that thin floor...
Do you grabbed yours? 
#NFTCommunity https://t.co/LR51Cpsh2c"
45,@Jonnyscuba @AztecWhaleGod @garyvee @Dibbelchen1 @mattchessco @CoolmanUniverse @coolcoffeedan @WGMI_Studios @niftyportal @KosherPlug @eric_to_the_ 6) buy more speshieee
46,"when you are happy, pay attention to it.
https://t.co/q0CA2s92ya

#nftphotography #nftphoto #NFTCommunity #NFTartist https://t.co/bNg0Nf3uxb"
47,"Is just me that see a freezed market? what did i miss? 
#NFTCommunity"
48,@Poseidon_SF People buying all but not my stuff…do you want?
49,"@TheDanCosta One of my best shoot when i was in Barcelona #nftphotography 
https://t.co/jKrXejxbo6"
50,"@NftShiller5 that's some #nftphotography 
https://t.co/jKrXejxbo6"
51,@LesShiller https://t.co/jKrXejxbo6
52,@NFT_Excentrics https://t.co/jKrXejxbo6
53,@AlwaysNft https://t.co/jKrXejxbo6
54,@miladeshtiyaghi https://t.co/jKrXejxbo6
55,"@OubiEth maybe...would be great start with a #nftphotography selling 
https://t.co/jKrXejxbo6"
56,@archixnft https://t.co/jKrXejxbo6
57,@scapes_d https://t.co/jKrXejxbo6
58,"@NFTGalIery some shot in Barcelona #nftphotography 
https://t.co/jKrXejxbo6"
59,"@TarzTweetler Do you buy some #nftphotography  too? 
https://t.co/jKrXejxbo6"
60,"@BraydenCreation One of my best shot ever #nftphotography 
https://t.co/jKrXejxbo6"
61,"@PhotoRose1997 One of my best shot ever 
https://t.co/jKrXejxbo6"
62,"@DaniSalcidoPh my first piece on FND #nftphotography 
https://t.co/tdrjNXHSva"
63,"@KSivachukArt My genesis on FND  #nftphotography 
https://t.co/tdrjNXHSva"
64,"I miss so much travel around the Europe and shooting on early morning! 
Don't miss my last drop https://t.co/q0CA2s92ya
#nftphotography #NFTphotos #NFT #streetphotography https://t.co/H8fc5F1JGR"
65,@simomass__ gm
66,@CoolmanUniverse #coolmansuniverse https://t.co/9z76rQmoEd
67,@imlenti @withFND 🥳🥳🥳
68,"Gm let's start another day...what's the plan for today? 
https://t.co/q0CA2s92ya

#streetphotography #nftphotography #nftphoto #NFT https://t.co/5gI3H7bHzN"
69,@darklunni Resist! Sun will shine again on your country!
70,@CoolmanUniverse @coolcoffeedan @fulvio_ponzi @DarkMazza @0xKevdog
71,"RT @CoolmanUniverse: 🚀 GIVEAWAY 🚀

To celebrate the release of The Story of Spesh episode 1, we are giving away (3) pieces (even sold out o…"
72,@thesunniesnft 🌞
73,@ballard_beats_ @CoolmanUniverse @WonderPals Me
74,@AuslundDesign @withFND Ciao si grazie!
75,"RT @picantetacos: With “hype” comes disappointment, pressure, and bitterness. Let us not forget we are all humans behind our web3 personas.…"
76,"Just a reminder for this Sunday!  
#nftphotography https://t.co/uF90hpkx3J"
77,@alienfrens GM...ohhh wow i can't wait!
78,@ballard_beats_ @WonderPals thanks! so great news!
79,@__chidz__ https://t.co/E7cO9MrVLN
80,@itstylersays 5 minuteeee https://t.co/Ykw4fyuU8J
81,@jpegplug https://t.co/9nSh32pcar
82,@itstylersays 👀 neither a free shipping… https://t.co/j4Vwf6eMtY
83,@dix_eth https://t.co/arRcJfbwjP
84,@LazyLizzyyyy QUACK
85,"Sometimes you have to be amazed like a child with soap bubbles...i wish to everyone to have a nice sunday! 
https://t.co/q0CA2s92ya

#nftphotography #NFTphotographers #NFTartist #NFTCommunity #NFTCollection https://t.co/UEdoJQ6RsY"
86,@Mfer_Chicks GM
87,@Laurrahhh @TurtleTownNFT Cool this one
88,"RT @jpegplug: Success is not final, failure is not fatal: it is the courage to continue that counts.

Gm ❤️"
89,@TripawdCrypto @kimry1405 @coolcoffeedan @CoolmanUniverse Hands up for cakeeee https://t.co/JEtnC1qKSF
90,@reverse_visuals Gm
91,@numo_0 Gm
92,@notwarrenETH @WonderPals @minasnft Halo trait 👀🤩🤯
93,@esttnft what happened?
94,@CryptoTechWomen @Tatafen7 @pranksy 👀👀👀
95,"GM another day with hope that this bad moment could end soon! For that i will planning doing some new pieces with a peace theme! in mean while you can get these
https://t.co/Mtsly7o14O
#nftart #NFTCommunity #NFTartist #NFTCollection https://t.co/9Fezyf2HRa"
96,"@WatchThisNFT @neuroniks @WonderPals i think that project with that mission that we can concentrate into the words of Mina: everyone can be a Pal we want make an inclusive space where you can express yourself! 
If you look in that way seems that the future can be shining! many thing will be announced IMO"
97,"@WatchThisNFT @neuroniks @WonderPals If you need profit flip, but I suggest to not flip"
98,@wyeongg @CoolCatNea @WonderPals 🥲🤩 I saw so many stories like this! Is awesome that @WonderPals is stealing the heart of so many people! I think your do right move!
99,@gerschentron @CoolmanUniverse Welcome https://t.co/0cJzkTs8T5
