,0
0,@WatcherGuru @theonlysqvart @420MacH
1,@steviexolo @nottpass https://t.co/rt6vKCMdsq
2,@steviexolo @nottpass Not enough hair
3,@VilleVoxel @Lunaa @theonlysqvart @420MacH
4,@wabdoteth @ThePixlverse @SappySealsNFT People seem to forget that development work on an actual long-term project doesn't happen overnight. Takes hours and hours of planning + development work.
5,"RT @Ukraine: Stand with the people of Ukraine. Now accepting cryptocurrency donations. Bitcoin, Ethereum and USDT.

BTC - 357a3So9CbsNfBBgF…"
6,@SuperN_Nerd @d_mon @NFTLlama @Pixelmon @Syberer Did ask?
7,@NFT_Magestic @NFTLlama @Pixelmon @Syberer Read the other replies bud - https://t.co/9FqmKVPk2Q
8,"@SuperN_Nerd @d_mon @NFTLlama @Pixelmon @Syberer If you think that NFTs and Blockchain technology is going to be perfect / energy efficient overnight, then you definitely do not understand the technology behind a Blockchain and how technology actually works."
9,@SuperN_Nerd @d_mon @NFTLlama @Pixelmon @Syberer Proof of ownership holds not value? Screenshot my monkey picture and go sell it then.
10,"@SuperN_Nerd @d_mon @NFTLlama @Pixelmon @Syberer You clearly haven't done enough research to understand the potential future of NFTs / the technology behind them, which I have done and that is why I support NFT projects."
11,@d_mon @NFTLlama @Pixelmon @Syberer Definitely agree that some people would have little motivation after making $70m. I'm happy that they're going to try resolve the mistakes they made. We shall see though haha
12,"RT @richclasdecor: Huge MAYC custom handmade @BoredApeYC rug for ceo of @RhythmBSC @ryandavern_ 

The details in this rug are insane!! 

#B…"
13,@d_mon @NFTLlama @Pixelmon @Syberer No lol. I have morals and like creating projects / innovating. These guys can easily fix the mistakes they made if they choose to do so is what I was trying to say in my previous reply.
14,"@NFTLlama @Pixelmon @Syberer They did raise $70m though, so they should have the funding required to execute the game correctly with a structured team. Dude definitely messed up, however, there's no way they can't develop the full game with more devs and more development time, with the budget they have."
15,"RT @richclasdecor: @ryandavern_ @BoredApeYC 

🦍 🔥 https://t.co/pzHSDpODef"
16,RT @richclasdecor: @BoredApeYC @ryandavern_ https://t.co/es1neWEBDx
17,"RT @RhythmBSC: We got verified!✅ 
To celebrate, we are hosting our biggest giveaway yet!

$1200 @RhythmBSC $RHYTHM - 12 winners
$1000 @safe…"
18,RT @verified: @RhythmBSC Music to our ears 🎵
19,@capitancapibara @wabdoteth @SappySealsNFT @ThePixlverse Giga chad 🤣
20,@wabdoteth @capitancapibara @SappySealsNFT @ThePixlverse https://t.co/9yxjeZc3TR
21,@theonlysqvart @steviexolo ^
22,@steviexolo I’ll give you $100 per 5 miles if you actually stream yourself on a bike and prove you ride 20 miles. $200 bonus at the end for a mukbang
23,@nftworldsNFT just flipped Mutants 👀
24,@Llamaverse_ @NFTLlama ryan#7067 - @theonlysqvart @420MacH @Lunaa
25,"RT @Llamaverse_: Our whitelist spots close in 3 hours.
We have 20 spots leftover.

If you want a WL now is your absolute last chance.
Steps…"
26,@TheMoonCarl Have you invested into @RhythmBSC yet?
27,@VilleVoxel @theonlysqvart @Lunaa @420MacH @joerogan
28,"RT @VilleVoxel: 🇬🇧 LONDON Collection Whitelist Giveaway! 🇬🇧

We are giving away a whitelist spot to our London collection one lucky winner:…"
29,i made it https://t.co/Yi3dwsummh
30,"@MetaMaskSupport Suggestion: Automatically add the Binance RPC to MetaMask. A lot of new users who setup a Metamask, are confused by the RPC / Network setup and this would be a great step towards improving the on-boarding of new users into the Binance Chain."
31,@LunarCrush $RHYTHM $RHYTHM $RHYTHM
32,@TheMoonCarl Definitely @RhythmBSC. 5 minutes of research and you’ll be sold
33,@ccryptowriter @CoinMarketCap @Fetch_ai Check out $RHYTHM as well ;)
34,@theonlysqvart @NiftySlabs That’s dope
35,@ChinaPumpWXC @RhythmBSC
36,@binance @RhythmBSC
37,"@2TheOtherDude @LukeFreakz @shillionaires @RhythmBSC @safemoon @ryn0srs @CriptoGivesBack That's all good man. Don't have any problems with someone disliking a coin, that's perfectly ok! However, I just want you to know, that we made this partnership decision based on bettering our ecosystem, rather than hurting it. Just wanted to make that part clear :D"
