,0
0,more experiments with color theory 🌺 https://t.co/pAZUuvUi2j
1,understanding color temperature 🌡 https://t.co/SumIetbHiK
2,"RT @sxtvik: My sister is an incredibly talented artist. We’ve been making art and music together since we were kids, and while I pursued it…"
