,0
0,"RT @AesApesNFT: World, here it is, your chance to get an AES Ape for free, gratis, zilch!

Purple beauty, AES #12, fur matched,  in his bou…"
1,"RT @AesApesNFT: What’s that? 

Liquid Apes getting ready to swing to life.. 

#NFTGiveaway #NFTCommunity #nftcollector #nftproject #nft #nf…"
2,"RT @AesApesNFT: Seeing this? You’re early!

Redrawn &amp; Aesthetic upgrades.

- 4 X larger = more digital &amp; real world uses
- Aesthetic backgr…"
3,"RT @AesApesNFT: THE APES ARE SWINGING SOON. 

TO CELEBRATE, YOU HAVE A CHANCE TO WIN 1 OF 20 PRIVATE MINT SPOTS

🦍Follow
🦍RT 
🦍Tag 3 Friend…"
4,"RT @AesApesNFT: Discord now open, come be the first to join us and give us that real tasty feedback. https://t.co/ZxSlq7R9ne

#NFTs #NFTCol…"
