,IDs
2269,1139508277769715712
2270,1395245055850385414
2271,1476038334778589190
2272,389089995
2273,1455671031406923782
2274,1474069115061116933
2275,1438633532704714754
2276,128142436
2277,1387569862772502531
2278,1428005003793473538
2279,991479652651798528
2280,1373068945419247621
2281,1434140225920376834
2282,1436197957741604865
2283,1448524454829727744
2284,1451931236885221379
2285,1457847829683228679
2286,1465961052064079873
2287,1470608906028298241
2288,1283057786511863811
2289,1434878957510348809
2290,1009904664
2291,917246168282783745
2292,1446296349759008772
2293,2695410585
2294,1462172667285495810
2295,1421103581051166720
2296,1350945523633704962
2297,1354230398331609089
2298,1426301769882251265
2299,457388952
2300,1421738673029226502
2301,1436208080891486209
2302,1387788795936972803
2303,38733692
2304,1387983190648889345
2305,1469488269473714181
2306,1418110963895656448
2307,1442031587877535744
2308,19579869
2309,1462957640112238593
2310,42190266
2311,1160654180681474048
2312,1366534002996350980
2313,23722455
2314,1392447163687440387
2315,40322803
2316,1261731760921907202
2317,1460621919183585281
2318,936877076602224640
2319,894181578582233088
2320,743130496998232064
2321,1393234626991169541
2322,1472266782727680004
2323,366797925
2324,1373666179362004998
2325,1447371382317371393
2326,1452352395854417925
2327,1468347403275157505
2328,1454075975696744448
2329,1093315794
2330,1417282747
2331,1457448058011230208
2332,1356776838
2333,474648304
2334,1406973114270031877
2335,1302060142310162432
2336,338803033
2337,1471355570972069890
2338,1402278190400299010
2339,1468030758694445058
2340,1455896287421865986
2341,1468141414651367427
2342,1423546908086177792
2343,460765072
2344,1429943347217641474
2345,1369091390446202881
2346,716281198650241024
2347,940797341380108289
2348,1371219108558163970
2349,997609631982784512
2350,1448133542798499840
2351,1324375955180298241
2352,1429466307796340747
2353,1099607252191703040
2354,2433639482
2355,812329389509722113
2356,1425076665521160218
2357,1300176622331531266
2358,1453370259847598080
2359,830423812541931520
2360,1136627699940777984
2361,1390970048018227202
2362,1444126665467125762
2363,1374044085766533120
2364,1258729055995809792
2365,1273598708
2366,1376825425914028038
2367,1442591657719828482
2368,941412042363215872
2369,532542675
2370,2932841544
2371,1328916497209511941
2372,1036086278348058625
2373,1301635306194481152
2374,1300729119366242304
2375,1422422784253251592
2376,932292507232358400
2377,792370378869997568
2378,84310908
2379,1458692682713223171
2380,1456015260339556358
2381,946222444356030465
2382,1387886420480516098
2383,1392119830107488261
2384,112226705
2385,1430568556434006016
2386,1621724486
2387,788994
2388,1385970123492761600
2389,377108689
2390,1456737461648953354
2391,1453567435676790784
2392,1211892260297535488
2393,1455473557241221121
2394,1434944553803468803
2395,221637791
2396,1052288407567851523
2397,758405099181969408
2398,103409095
2399,1355715513490546689
2400,1142755038957359105
2401,1442528705985736704
2402,1455881105349939205
2403,1483626016652279813
2404,1440806755294867457
2405,1481434906513354755
2406,1437503873351041027
2407,1487998156231094280
2408,1428461404013608963
2409,1286128410444652545
2410,1468395833813000195
2411,1109900835423768577
2412,1490815452775436293
2413,1427194728278339589
2414,947410517588660224
2415,1448371881535369217
2416,1272933327293407233
2417,2189036843
2418,2482364922
2419,1328600393371295745
2420,1443438700260515840
2421,1445429410895589376
2422,1568452267
2423,1495851358334820356
2424,1035153532566028292
2425,1416687481894801408
2426,1465406770575204361
2427,429838236
2428,1339331533241425920
2429,1437831775909187586
2430,2850437153
2431,1467042635646857219
2432,1480053201260929024
2433,1187381146142818304
2434,1482670566297714689
2435,1433094363563925507
2436,1295623437864407041
2437,3282439393
2438,1003799310151114754
2439,1461600431918903296
2440,3251975200
2441,1431973317599272965
2442,1359500316194971650
2443,403299740
2444,2355221480
2445,348399957
2446,570095990
2447,2473399567
2448,1333498510017245184
2449,481617913
2450,1448744826678259712
2451,431006260
2452,777286663
2453,781087684102086656
2454,436145610
2455,1430164614508130308
2456,1422573324484419589
2457,1472999462792577024
2458,1434937924743675907
2459,2328659255
2460,1459227445740122121
2461,94326184
2462,1441317208022343680
2463,1383793571623436288
2464,1005261253894258689
2465,1372401632328118273
2466,1447918137136009217
2467,1488485088585129986
2468,3349326010
2469,1351341166592204801
2470,1485426381496459272
2471,1494775222804877321
2472,1460642129391198213
2473,1472926808286937089
2474,1462328830333497346
2475,323529507
2476,1370049708928892929
2477,1415926241455075329
2478,1172995990426664961
2479,835836981015801856
2480,931943916961783810
2481,2799317434
2482,1401130394238423043
2483,633591159
2484,947138260077121538
2485,1082285383
2486,2980717581
2487,1400524577718083584
2488,1464780032732237826
2489,2735321251
2490,479391710
2491,2780476439
2492,1472974845809868802
2493,1485284394327855106
2494,1475014806025371651
2495,1432359647109844998
2496,1014380198
2497,108401892
2498,1198844964672868353
2499,593540219
2500,1476242078648709129
2501,1476008770190774273
2502,1429271813478133761
2503,1434735580831789058
2504,903424892925874177
2505,131210710
2506,1337450141826101253
2507,3163455961
2508,25453972
2509,45025542
2510,920134556551925760
2511,1167620502
2512,1431020013570363400
2513,870243108415557632
2514,2570353227
2515,1274282516
2516,1947943585
2517,3655967299
2518,1459986095941300230
2519,1386570748257570817
2520,20982828
2521,1187729432280227841
2522,1430747222392467459
2523,943265336421441536
2524,1442034289671950337
2525,189928769
2526,376301034
2527,1466619116941361153
2528,1475568564186886151
2529,1383783816725106696
2530,1466526704244084748
2531,1361205406912118784
2532,826569364807831552
2533,1424390415566970885
2534,1130620561
2535,65137473
2536,1385722097045950464
2537,2329426282
2538,1352147789329833985
2539,1369309501078306818
2540,304783925
2541,313753973
2542,1409623054112673792
2543,1354957850313895937
2544,1280536821961719809
2545,812058768
2546,6720402
2547,26252067
2548,750871435141386240
2549,969330766491549697
2550,1108348498460721152
2551,1362688887793967108
2552,1465943429461196808
2553,1210737295390892032
2554,1455520440923820034
2555,1490124947389304833
2556,1194692958
2557,1486531846691176450
2558,56565012
2559,60807222
2560,1483590587739607041
2561,1464262219831599115
2562,1345966427769982982
2563,358068977
2564,122544154
2565,2321308572
2566,1471154030797737985
2567,1465920485380612098
2568,1476961257794293774
2569,49056380
2570,1414419537320026119
2571,1396588587122974722
2572,1436161174832234514
2573,1319518007677186049
2574,225567811
2575,28608880
2576,2256924913
2577,235851878
2578,3280078892
2579,16679643
2580,2241923070
2581,2343952779
2582,1468527729146736647
2583,75030510
2584,395178228
2585,1431798263460646915
2586,1471520110728777728
2587,1481384364
2588,917098226301489152
2589,717392268823539712
2590,1478419695783055361
2591,2171400338
2592,1176230791044636674
2593,1402096832554037252
2594,910336373458075648
2595,490168586
2596,1416922075600539648
2597,1417947568588341253
2598,634088346
2599,1699883052
2600,111496257
2601,1330534676583378957
2602,1350642490337071105
2603,1415800265085751301
2604,1453842889994297345
2605,25896846
2606,97856403
2607,1480751016849158144
2608,1388110220606455814
2609,1427885029934256135
2610,1468843193097539587
2611,1333917637068242944
2612,1388814512879325192
2613,739316152719925248
2614,14722311
2615,1441814241309171718
2616,1288644227342176261
2617,1253538474453426176
2618,1460427086343069697
2619,1041246079
2620,1492111661276315651
2621,343617864
2622,1343647592870273028
2623,1471137375225065481
2624,221612625
2625,2786546343
2626,102953447
2627,230509363
2628,1478109975406858245
2629,1470124427220336640
2630,321985533
2631,1458965905983950852
2632,1474593230477955072
2633,35543901
2634,983010841984290816
2635,1528367754
2636,1467599026547834887
2637,3032428118
2638,1409599013582745600
2639,1389903582342881282
2640,1364352196159152129
2641,307807875
2642,1254232804625285122
2643,16964503
2644,1447260440581476355
2645,2411867587
2646,1455904801531834374
2647,1260985664
2648,1385646988616552448
2649,21027779
2650,1432356450580537349
2651,729572312
2652,980642022372470784
2653,1452626713481990146
2654,1487492536960569344
2655,1354324543536553984
2656,738250458
2657,1476532274908831745
2658,3313312856
2659,1332742984882941953
2660,61031785
2661,2553256321
2662,1155153591646248960
2663,2470556070
2664,1408558693365563395
2665,24197318
2666,1460944029630156803
2667,10077242
2668,601318185
2669,1300673386914304000
2670,715449644160008192
2671,1246844066
2672,380436513
2673,60321199
2674,1124373838362550273
2675,1372553361879355393
2676,216481967
2677,1301470364
2678,2986399799
2679,1476612437335965696
2680,4114641725
2681,1378717364829708298
2682,1003384211120717826
2683,935071517200625667
2684,1300111074704920581
2685,1211700075430178817
2686,3253319466
2687,714514065
2688,1479848345740865543
2689,1414680968707788830
2690,346802164
2691,1484445934843047937
2692,1599261835
2693,11582012
2694,1459368577346248706
2695,1442926568561577984
2696,764905321563389952
2697,1284708334919053313
2698,20646945
2699,1277430490618826753
2700,339109343
2701,723822893801607168
2702,11679402
2703,1009772986373582849
2704,24524229
2705,826111922219122688
2706,248944450
2707,1186
2708,45139007
2709,1414345972126294020
2710,20840200
2711,942994338212208640
2712,1407333594935275533
2713,2551067293
2714,535776560
2715,1084142304410034177
2716,229216477
2717,1423389831862882307
2718,208759405
2719,1348737759351959552
2720,1441121889263525888
2721,1081133240755388416
2722,1398865971167698950
2723,392482518
2724,1389597177887002627
2725,15427422
2726,849472855322611712
2727,973331729812422657
2728,982132176723460096
2729,2581302289
2730,18876842
2731,1286339776472219650
2732,287742754
2733,518156874
2734,1440651546212003840
2735,801246156340740096
2736,210772922
2737,730888875971764224
2738,82928766
2739,818480365
2740,965734972639232001
2741,1396200688674213889
2742,1377367320339869698
2743,17802163
2744,895410561659396098
2745,3182277606
2746,327453189
2747,385049719
2748,1425902359826288641
2749,15809138
2750,1367186656156127232
2751,85688625
2752,102433046
2753,26428817
2754,1404551084413227009
2755,245203178
2756,839975969033191424
2757,391520262
2758,1371152180166717449
2759,607819471
2760,210449474
2761,19885058
2762,1351199080299569154
2763,13949232
2764,607
2765,77152055
2766,33014915
2767,178536817
2768,1393281902887510018
2769,2289922827
2770,1394764209569861635
2771,1365763661101477888
2772,3115702453
2773,1483273512479567874
2774,1458275554910629889
2775,1664679732
2776,261130744
2777,2728049983
2778,1418342796944105474
2779,1370791151830175753
2780,62565489
2781,1417705262723473412
2782,1436770605798498318
2783,2370840848
2784,1389656611707359237
2785,1398524572576583681
2786,1106701423746732035
2787,1412906941454581760
2788,854642445560279041
2789,130778116
2790,1363920568387534857
2791,1465280634390261760
2792,28144036
2793,1448781694140665861
2794,206266676
2795,1458930118466826245
2796,591291131
2797,15448149
2798,1412650425552080896
2799,852091847723712512
2800,4624869681
2801,166744026
2802,96087936
2803,1447705464188309506
2804,2710579416
2805,2982029017
2806,798425640
2807,17544713
2808,1084219052086755328
2809,1375918905877803019
2810,960981266379177985
2811,72543492
2812,5413402
2813,1356563279670374404
2814,258886925
2815,16583988
2816,1402369806985175040
2817,1418230282008752129
2818,555880059
2819,1189573753656750085
2820,91043334
2821,20229431
2822,1406321970
2823,95307710
2824,1025059355824140289
2825,887419466144940032
2826,1361125930593353736
2827,1222556763028967427
2828,1367642842827419648
2829,3375412311
2830,20725551
2831,1388254025607520266
2832,891487268
2833,1411954762623373312
2834,1418696199364874242
2835,2342290519
2836,992752520677208064
2837,961851963708096513
2838,1020983600412585985
2839,1262179584981774336
2840,952921795316912133
2841,797277752
2842,1111004515421941761
2843,940222574444908545
2844,1367182187922034688
2845,22153834
2846,599714919
2847,1419456721769140228
2848,523087574
2849,155597470
2850,1151651252
2851,35067687
2852,1077788928
2853,1406862609001893889
2854,16988220
2855,935226503914246145
2856,746967716393783296
2857,1372621993909059587
2858,31392061
2859,1369338631924510720
2860,116669715
2861,233333249
2862,327267479
2863,328935100
2864,1393200842107330560
2865,1304316320
2866,18190011
2867,1327649698568605697
2868,1047081237091889152
2869,1480368598673764360
2870,112752849
2871,1054055153010122752
2872,1296439462944215053
2873,1464992262081990661
2874,1433121026573942798
2875,1238882403222863877
2876,2227542704
2877,1448670488788668418
2878,1458497095204102148
2879,1237615372813004800
2880,1392943988215226369
2881,2275373166
2882,1453098538049626123
2883,1275580767653920768
2884,1402077845145493507
2885,1364582131989549058
2886,1460029297360609281
2887,312491868
2888,1440161133051015171
2889,1470153573866479617
2890,1483178443537793034
2891,1407931578748186625
2892,999932071
2893,1434405960
2894,1480358432351862786
2895,1447002036315332610
2896,949016786506100736
2897,1395118659517894658
2898,13406892
2899,1431715882070417421
2900,1399277206967181312
2901,1482884819994382339
2902,1324409508991553541
2903,1372482382218063872
2904,969701850722156544
2905,293205229
2906,1448575274661126146
2907,1261275520123015169
2908,1475235650916003847
2909,6458492
2910,1433078979053957131
2911,1289601614240722944
2912,965439065481936896
2913,1372145016467025924
2914,1397575335554785286
2915,361863594
2916,1466791153983012865
2917,1470883620520747008
2918,1295103572758020097
2919,1214953977793650689
2920,1455638339038683140
2921,1869271050
2922,1474828128451284995
2923,4895337283
2924,76083976
2925,1392740056763445252
2926,1458596886089244672
2927,1445165454314586116
2928,1444385752947642370
2929,1444408964431564807
2930,1444380213542993924
2931,1460195538503036930
2932,233339583
2933,1476024328743362569
2934,1457276574311464964
2935,1329965777177489408
2936,1482948514275479552
2937,1335407650863902721
2938,1435379040202805251
2939,347303318
2940,1435062963795206145
2941,65179770
2942,702654540387127296
2943,1368055345138995201
2944,1463973412104294409
2945,1433337884585566211
2946,1368439658296709120
2947,24105393
2948,232412223
2949,1433709169417150466
2950,1092490810795339776
2951,1475600892896456707
2952,1436141350349639682
2953,1460708017750818816
2954,1385303270441238528
2955,15859772
2956,21672837
2957,3273637848
2958,1374281390527774720
2959,1457190619697139713
2960,871157324617887744
2961,1369872506169876480
2962,163878470
2963,916878443358281728
2964,1457430775012511744
2965,1460115415040880642
2966,455340801
2967,340049534
2968,47390321
2969,335609542
2970,1476343083503661056
2971,47864180
2972,1295186358743339011
2973,1190199435189530624
2974,1465196978711658499
2975,1361456359674425344
2976,323687218
2977,1430081700613169153
2978,1371426527691214850
2979,1334917469602000898
2980,1402438279287480324
2981,28643629
2982,901247661113712640
2983,1238402549838987265
2984,1027289903376134144
2985,1283129010080235520
2986,1321694607554584576
2987,1138564677322104834
2988,1326879952789245954
2989,631515501
2990,1402884542915096585
2991,1280614223744139264
2992,375801845
2993,1433147021473505280
2994,1445844704470265863
2995,1416315874089259009
2996,901451340106260480
2997,1299074948242251779
2998,826817475278995456
2999,186900082
3000,1457905090577133571
3001,1316371123466977285
3002,1385657647232286726
3003,1078291287151964160
3004,348338742
3005,1459623504274497543
3006,1472504209392259077
3007,1487077015496839173
3008,1391583211738726400
3009,385887996
3010,19549610
3011,2516666790
3012,27335309
3013,11420322
3014,1425907878469251074
3015,1391202126617923587
3016,1309150089890476035
3017,1434550886206951426
3018,2925366162
3019,388007952
3020,991822380212408320
3021,1426098076033429504
3022,1430941197003116549
3023,1430218042210983937
3024,2226625992
3025,3195339942
3026,1458074177123016705
3027,1490171252824281089
3028,1459217367406452738
3029,1458744014770176002
3030,2548345812
3031,1438144329898360841
3032,1425828002420588552
3033,1464856503198834691
3034,882206465674551296
3035,27933364
3036,1463870917990391816
3037,1330413854304600064
3038,28807112
3039,134950614
3040,2436759114
3041,1476257236653539334
3042,2860230070
3043,1238142052891684865
3044,1459962227520258048
3045,302165652
3046,999438280507576320
3047,1375860187492388867
3048,1452456639861231621
3049,15840194
3050,1454330201572352002
3051,2257626336
3052,1459265910779355137
3053,1466364360415186944
3054,1290065367528812545
3055,1444133076968165378
3056,1414740038781333528
3057,4719844932
3058,259724439
3059,1484593441120083968
3060,1468770908840271874
3061,1446563216713211905
3062,1249951363
3063,888488149344800768
3064,1485300842492461062
3065,1185324501908819968
3066,550490524
3067,1382608664800890881
3068,1346012226730258432
3069,1686611629
3070,1357262327662465024
3071,1301295192562167811
3072,1427012136513966085
3073,512168704
3074,316997790
3075,45987833
3076,928018519
3077,1361755914278211586
3078,1449001818172821508
3079,1257643133933846537
3080,995498526066003970
3081,778454111016542213
3082,1485097004631879680
3083,1429452046873337859
3084,2333068459
3085,1253793773701586946
3086,2878581990
3087,1484407253415477250
3088,270818163
3089,1231713094361022464
3090,79066055
3091,1437964503224930306
3092,1454284921279635460
3093,1476273850463698953
3094,1431026889364164608
3095,23757906
3096,1426645714650628098
3097,953045765538091008
3098,1247734250687913984
3099,28774314
3100,1341162784013357061
3101,1449900464800161793
3102,82248336
3103,773677999828992000
3104,4437625094
3105,1443156896979030024
3106,914967613016543232
3107,1105983452107628544
3108,2770459031
3109,1473069033775841283
3110,1365769057518178306
3111,1205647669412212736
3112,950100931756150784
3113,1395056650021601289
3114,231505598
3115,702037372871925760
3116,64140713
3117,441593167
3118,49889533
3119,21694368
3120,794480264609202176
3121,1253417976
3122,1328776367001935874
3123,1266351467855740930
3124,1414219329529434116
3125,212678454
3126,3090847996
3127,1146669090964008961
3128,1246298523043336192
3129,1645508869
3130,952941986478256128
3131,146552852
3132,300074784
3133,6376852
3134,1358256342050344962
3135,1475561520612319233
3136,1471824029925453836
3137,811699220
3138,1423616288291790848
3139,1451597026580369416
3140,1360097234952417280
3141,20437506
3142,70725114
3143,1309639577846521856
3144,1411892392370720768
3145,246141736
3146,181699766
3147,108323109
3148,1442940912510906368
3149,1238927028692365312
3150,1284797722256642050
3151,36663855
3152,1389055866461097987
3153,1433947648386641922
3154,1410264336073854986
3155,2391223062
3156,303570336
3157,1453703184061456384
3158,930637861
3159,337334344
3160,4057827803
3161,1438232455408865280
3162,1016419940
3163,1375001591137193988
3164,1454610417452347395
3165,1366436567041073159
3166,61204993
3167,2587981577
3168,4080481339
3169,1482184867060547584
3170,1415460125314195456
3171,3121267502
3172,1121113920259780608
3173,334869078
3174,1141549720747200514
3175,1345770574384144391
3176,196382910
3177,150523781
3178,51668266
3179,1453195228173770756
3180,949542128652189696
3181,1311064985880018945
3182,1417493283857649664
3183,447786476
3184,2468890133
3185,1442730727
3186,1147222575313018881
3187,1212934558103924736
3188,1251374173068410880
3189,1206690814052753408
3190,125834844
3191,984887333928488961
3192,1357829663242993664
3193,96421100
3194,900196237751840768
3195,1271557279612047366
3196,941941398093250560
3197,880091533403332609
3198,798635583971028992
3199,1435160899854032896
3200,885854445246009345
3201,1391040391357607936
3202,1021885076131463171
3203,1437157296631697408
3204,1128964996086587393
3205,1369077466686312451
3206,325329414
3207,905387150451060743
3208,1405169215603195916
3209,1427837800221659140
3210,1360818880621338628
3211,1396438754563342336
3212,1366064996501909504
3213,1093281697691508736
3214,1432122051825836032
3215,1186329886182346752
3216,1430819736833560579
3217,201918774
3218,1423141572040822786
3219,1430743406293274626
3220,1354030350452862978
3221,1350276964905529346
3222,1394859181073571846
3223,484381771
3224,343919817
3225,950164394813648896
3226,3088678427
3227,39204125
3228,1440951515024220164
3229,1434711603497209856
3230,928761938
3231,1364043019658424322
3232,1424871739994034178
3233,45859094
3234,1216159782215786496
3235,1076830902205014016
3236,1399796196823142401
3237,1370174174338158597
3238,2605127677
3239,17327220
3240,1270062416651485184
3241,1393396409542586373
3242,18796360
3243,440481340
3244,806393961699045377
3245,1417676589865832448
3246,1067552105982914561
3247,1583221
3248,232562338
3249,1454999948882231298
3250,1446661634475184134
3251,1463258817559351296
3252,1381322283525017600
3253,1291229646080454656
3254,171095223
3255,1445246065981083651
3256,1447231058169061376
3257,1462116799395385355
3258,1451196669224128526
3259,1365310547634380805
3260,14922891
3261,1461172123037278208
3262,1428447330995408899
3263,1440181810407690251
3264,348306086
3265,947039792226738176
3266,1358104471629221897
3267,1386378304341614596
3268,1428449582023905285
3269,1449069200190935047
3270,1421275791527088133
3271,1449952613072392195
3272,1405513986796294146
3273,935792329
3274,1420259784201183235
3275,1466790604591878146
3276,1168028988091985920
3277,1463013252783165449
3278,1404711652969181189
3279,17462301
3280,19885621
3281,1276464673
3282,2932041475
3283,443215941
3284,1443268840029241345
3285,1453061926896893955
3286,18144271
3287,1892168065
3288,1421617843137810437
3289,1465364660148838400
3290,40627777
3291,1042723085689020416
3292,25953324
3293,27695459
3294,136114696
3295,3633610093
3296,17731844
3297,1389382922466209793
3298,360357157
3299,7846
3300,1442928634944229376
3301,1424956240183001090
3302,2495648642
3303,1410780902972542983
3304,7340812
3305,1458551682774732803
3306,2336781
3307,1428822218725752836
3308,1467328298841690120
3309,1412889451823607817
3310,594562738
3311,1445399139588706319
3312,178883183
3313,1372754744087744523
3314,2362854624
3315,7313012
3316,1138283738096381952
3317,25929743
3318,23857710
3319,48986337
3320,1041784261018304512
3321,752621561295712256
3322,18169160
3323,38044739
3324,819906717693591552
3325,1259319706189803528
3326,945779392088702976
3327,1443093751451119617
3328,3520
3329,1680112890
3330,15393162
3331,385758190
3332,65651252
3333,16571263
3334,1319045684977373184
3335,1838081
3336,165304346
3337,1362532781478326273
3338,2431136492
3339,1437059041
3340,315432598
3341,1355277069723295745
3342,1673544198
3343,22784458
3344,1389278091919298560
3345,1376658117660975106
3346,948996088219959298
3347,1401592403908235272
3348,129389222
3349,95043895
3350,1227770446508101633
3351,1402376997830078470
3352,899091776870518784
3353,1155054689244844033
3354,13195882
3355,491379081
3356,1394160915319119873
3357,1360512646345330690
3358,26385871
3359,1428329113723547652
3360,1370024149070979078
3361,778192340410400774
3362,1212135285879787520
3363,4204484716
3364,229573270
3365,2433432126
3366,1159323521887035392
3367,17879294
3368,1035721495
3369,1245329779177525248
3370,14253911
3371,418889976
3372,1404772396477812740
3373,1366285896362811395
3374,2583254777
3375,1293338751465218048
3376,1459285120662261766
3377,1466163766459088897
3378,1454400552251510784
3379,1435672241757462533
3380,1390416302993457159
3381,713094231875723264
3382,1435007017425440772
3383,1441141002962497540
3384,2941651419
3385,1417271239421440000
3386,412826806
3387,3087641418
3388,897578841111121920
3389,1457538661919207427
3390,1441152953746747399
3391,1486935756249567232
3392,1490731864801390603
3393,1383178311036207105
3394,3986336836
3395,1384081820174544899
3396,1465064946644004865
3397,1483300711152586756
3398,1456074262196985861
3399,1582469916
3400,1476656569802641408
3401,1355770798712078342
3402,920800153300238336
3403,1437413208697065473
3404,1351214246026215427
3405,1156432328459202560
3406,1077473923
3407,1382994771879297025
3408,1459248147138498565
3409,2721137165
3410,1339362660241043464
3411,14973225
3412,174135403
3413,117649327
3414,1430295438318465024
3415,1112531558714523650
3416,1476666084300242944
3417,1475930884431884297
3418,1430413771344777221
3419,15574892
3420,26643455
3421,1386084651551182851
3422,1360739344114470912
3423,1422105679
3424,1453417960870187020
3425,1463762366596792325
3426,1481594413440659456
3427,3240177290
3428,259589864
3429,1044106159353880577
3430,19783137
3431,32331693
3432,237056077
3433,1443176886692052993
3434,1354588515191803906
3435,1349069100308422664
3436,2775758291
3437,58093818
3438,202369130
3439,1265808276865912832
3440,545655225
3441,101640475
3442,1465084669045714946
3443,1458903713943207947
3444,1449505966496514048
3445,1471221257911820289
3446,1305018979874828288
3447,1320409206298570752
3448,1330294864228003846
3449,1460365647938994177
3450,1387253209648050176
3451,1423772517576105985
3452,1377008959538798600
3453,855419093096185858
3454,170954106
3455,1457078220453523458
3456,1127048645642055681
3457,1467715752383889410
3458,1665674780
3459,2605940736
3460,1477652303540805633
3461,167182648
3462,16329494
3463,162631914
3464,391019847
3465,1481576708591570947
3466,1445385300616826882
3467,1383904830037450755
3468,1241323694510813187
3469,475477942
3470,776133926095953920
3471,96629936
3472,1332376416781037568
3473,1381972056322027528
3474,1471954112094748672
3475,1470597407863836681
3476,774034242837807104
3477,723981025957806080
3478,77449332
3479,1459177720240345129
3480,1266611143721627648
3481,1014569983832182785
3482,1478160958329655298
3483,17696289
3484,1384403631542308866
3485,1567708184
3486,1458834008574504971
3487,1371849447433453572
3488,55670838
3489,465689217
3490,1461431477300867072
3491,1444797843911450624
3492,3300449217
3493,1416402096773992454
3494,1381350480345886721
3495,817646732
3496,1392855904161304582
3497,14315357
3498,765999116
3499,1457085030132506627
3500,166079234
3501,1433051363785658369
3502,1426200139941691399
3503,863025212975181824
3504,1475322048197054466
3505,521525830
3506,711418258436411393
3507,1330427585877127168
3508,1368597857616400396
3509,1046054864965566464
3510,1434695434962829318
3511,1379467383878860802
3512,1464004726035345427
3513,2578047709
3514,1469351697424125952
3515,1458225923568852993
3516,1462173400915320834
3517,40836629
3518,1379523633870221316
3519,1391922475966029827
3520,555433597
3521,2296138856
3522,862368107569979392
3523,1091014644762853379
3524,1413150183102107648
3525,1458455884556914695
3526,1474900856696983556
3527,1411113010098225152
3528,1389389668945440773
3529,1422989695248650245
3530,1284851672351748099
3531,1443394455478759425
3532,1340793957614145537
3533,1449230727560695809
3534,3980735590
3535,1460855657800687623
3536,1469220564896083968
3537,557331046
3538,1475610229178048516
3539,1312073918715490310
3540,291027009
3541,1463742805541486593
3542,1269734380504743936
3543,295897632
3544,43069204
3545,1467695141804675079
3546,1430593408129806339
3547,30782437
3548,1477082166576230402
3549,1442963112936738816
3550,1417011145941024768
3551,1160929952130314245
3552,529814145
3553,29098522
3554,1446868809713864707
3555,1434303769055928323
3556,1426414456528015360
3557,4813531963
3558,295328616
3559,1567051951
3560,1338866599013482497
3561,1046166351939870721
3562,1433389106088796165
3563,971743029404028929
3564,119468673
3565,1393488109141168128
3566,1472759058541125633
3567,1429899035582902278
3568,1446509537612255233
3569,1237212695394430979
3570,1548806383
3571,1463123974473224194
3572,1377674783437942789
3573,1460874264932859907
3574,1346011424590589952
3575,1018121045826588673
3576,1434379190346792965
3577,1447273200279343105
3578,1432439385753067528
3579,1394357328280014853
3580,931259038096150528
3581,713484341054025728
3582,1371264388062093312
3583,32441806
3584,1113820145204510721
3585,1394701037794066434
3586,1448922192545304613
3587,1474859639095316488
3588,1440736766663659525
3589,410487569
3590,1396165900118593538
3591,1441526855786393600
3592,1434344428525670401
3593,1416922510453469186
3594,1478253078885412864
3595,1573076593
3596,1462531438079725570
3597,1457560043755352064
3598,1461160788987678721
3599,1462968715452948483
3600,1447964178795298823
3601,1438990959568506880
3602,1392971075840004102
3603,66250890
3604,207114598
3605,1469761468698853376
3606,1406854802672435200
3607,1437901343046340608
3608,14122159
3609,1427841544111808512
3610,1425874480107229192
3611,1465093950356824066
3612,1459201628494438408
3613,144559445
3614,439615905
3615,1643722700
3616,280800599
3617,1463270088555958273
3618,1341502655919742976
3619,892214230199410688
3620,1444438433292640256
3621,1429977669622452227
3622,758090497533603840
3623,1149301797124788225
3624,1400862111450865668
3625,365018696
3626,1266461524308062209
3627,1452638424041730055
3628,1459309608799850502
3629,1442648577440841730
3630,1342359103633547264
3631,1447071531931107329
3632,1422926535313530884
3633,1309770841404485633
3634,1356004877671927809
3635,1356118051230507010
3636,1463027787048964096
3637,61504490
3638,1411465513876791297
3639,55981486
3640,1328849156509741061
3641,1449528507730694144
3642,74149432
3643,1131586014856785922
3644,1464469737094717445
3645,1439301204752875527
3646,1412013564
3647,3179501598
3648,1348021135330443266
3649,239149244
3650,1434901689694261251
3651,1124474675009150976
3652,1386272574288449537
3653,1444758701303234563
3654,704314202530422784
3655,1464641659896049671
3656,1450202369053151249
3657,1449437344637984772
3658,571847191
3659,1046629542670913537
3660,1422074265063411715
3661,1224858085828767746
3662,1483584502358323204
3663,20798127
3664,1463876704108171265
3665,23514774
3666,1371143065952391170
3667,347237059
3668,1399550141598683137
3669,1358611065517473794
3670,273726887
3671,1360227455127216128
3672,1198798369185030145
3673,1269260183135563776
3674,4884092641
3675,914278515536736257
3676,1357872481072254977
3677,171146337
3678,1468772985339318277
3679,1377867215928631298
3680,713085603953381377
3681,1442685624646082560
3682,1364064581815914496
3683,1453003605024333831
3684,1429592414
3685,1404148699392061444
3686,391089206
3687,168054859
3688,834420852955324416
3689,860826230
3690,336920657
3691,1372124450997604354
3692,1302337907475193856
3693,1319295740301119492
3694,955542242718109696
3695,1428185688097402887
3696,287512730
3697,1324225823637860352
3698,1434340827204104194
3699,1362032895066537986
3700,1458131435269677057
3701,1441462199264813067
3702,1303709580128444416
3703,1380572109408178177
3704,1360087902009581570
3705,1425955824048893952
3706,1374487982539902978
3707,1448967316650270756
3708,1433154273878192143
3709,14086060
3710,16242081
3711,1176642233262661632
3712,1308564071495720960
3713,1627562461
3714,1474016176443465729
3715,2183323734
3716,11584322
3717,32300975
3718,1442296054712451072
3719,762140389667069952
3720,1081393747
